iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
CAN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_100yr,7705448.179769,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.811618
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,0,tonnes,,2023-10-06 14:56:33.428328,
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
BVT,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,0,tonnes,,2023-10-06 14:56:33.428328,
BVT,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
BVT,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
BVT,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
BVT,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
CCK,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,0,tonnes,,2023-10-06 14:56:33.428328,
CCK,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
CCK,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
CCK,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
CCK,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
CMR,2022-01-01 00:00:00,2022-12-31 00:00:00,railways,co2,0,tonnes,,2023-10-06 14:56:33.428328,
